167TH TFR FEDERAL CREDIT UNION,2246
OAKTREE FUNDING CORPORATION,450
OBA BANK,22755
OCEANFIRST BANK,1041
OCEANSIDE MORTGAGE COMPANY,101527
"OCMBC, INC.",3978
OCWEN LOAN SERVICING LLC,42386
ODYSSEY FUNDING LLC,298
OEFCU,423
OHIO VALLEY COMMUNITY CREDIT U,3014
OLD DOMINION NATIONAL BANK,1788
OLD LINE BANK,133367
OLD NATIONAL BANK,203
OLD POINT MORTGAGE LLC,143365
OLD POINT NATIONAL BANK,7753
"OLD VIRGINIA MORTGAGE, INC.",761184
"ON Q FINANCIAL, INC.",6666
ONE COMMUNITY FCU,6873
"ONE REVERSE MORTGAGE, LLC",50726
"ONEMAIN FINANCIAL, INC.",765
"ONEWEST BANK, FSB",116455
ONLINE MORTGAGE GROUP LLC,39426
ORLANDO FEDERAL CREDIT UNION,240
ORRSTOWN BANK,8053
PACIFIC MERCANTILE BANK,28891
PACIFIC TRUST BANK,32532
"PACIFIC UNION FINANCIAL, LLC",616190
PARAGON COMMERCIAL BANK,543
PARAMOUNT EQUITY MORTGAGE,9385
PARAMOUNT RESIDENTIAL MORTGAGE,50113
PARK STERLING BANK,6988
PARK VIEW FEDERAL CREDIT UNION,24247
PARKEBANK,3587
"PARKSIDE LENDING, LLC",5185
PARTNERS 1ST FCU,8693
PARTNERS FINANCIAL FEDERAL C U,13030
PATELCO CREDIT UNION,1074
"PATRIOT BANK MORTGAGE, INC.",3734
PATRIOT COMMUNITY BANK,2561
PATRIOT FEDERAL CREDIT UNION,3550
PENDLETON COMMUNITY BANK,22305
PENN EAST FEDERAL CREDIT UNION,387
PENN LIBERTY BANK,2000
PENNYMAC LOAN SERVICES LLC,260292
PENTAGON FEDERAL CREDIT UNION,3698298
PEOPLES BANK,173687
"PEOPLES BANK, NATIONAL ASSOCIA",96556
PEOPLES COMMUNITY BANK,15805
PEOPLES FEDERAL CREDIT UNION,8248
PEOPLES HOME EQUITY INC,76063
PEOPLES NATIONAL BANK,12431
"PEOPLES NATIONAL BANK, N.A.",200
PEOPLES NEIGHBORHOOD BANK,380
"PEOPLESBANK, A CODORUS VALLEY",16728
"PERL MORTGAGE, INC.",5980
PG COMMUNITY FCU,2323
PHH HOME LOANS,1441611
PHH MORTGAGE CORPORATION,932513
PHILADELPHIA FEDERAL CREDIT UN,941
PHILADELPHIA MORTGAGE ADVISORS,3729
PHOENIXVILLE FEDERAL BANK & TR,184
PIEDMONT ADVANTAGE CU,1604
PIKE CREEK MORTGAGE SERVICES,468611
PINNACLE BANK,260
"PINNACLE MORTGAGE GROUP, INC",6197
PIONEER BANK,10138
PIONEER COMMUNITY BANK,8646
PIONEER WV FCU,54528
PITTSBURGH FIREFIGHTERS FCU,65
PLAINS COMMERCE BANK,532
PLATINUM HOME MORTAGE CORP,13703
"PLATINUM MORTGAGE, INC.",207955
"PLAZA HOME MORTGAGE, INC.",772556
PLEASANTS COUNTY BANK,2644
"PMAC LENDING SERVICES, INC",106023
PNC BANK N.A.,6370945
POINT BREEZE CREDIT UNION,64862
POLARIS HOME FUNDING CORP.,16907
POLI MORTGAGE GROUP INC,11392
POLICE AND FIRE FEDERAL CU,16151
POLICE FEDERAL CREDIT UNION,282
POLONIA BANK,9726
POST OAK BANK,136
POTOMAC MORTGAGE GROUP INC,1456618
POWELL VALLEY NATIONAL BANK,16386
PPL GOLD CREDIT UNION,150
"PREMIA MORTGAGE, LLC",49790
PREMIER AMERICA CREDIT UNION,1540
"PREMIER BANK & TRUST, N.A.",228
PREMIER BANK INC,34456
PREMIER BANK OF JACKSONVILLE,597
PREMIER COMMERCIAL BANK,1314
PREMIER HOME MORTGAGE INC,11350
"PRESIDENTIAL BANK, F.S.B.",3069411
PRIMARY CAPITAL ADVISORS LC,137434
PRIMARY RESIDENTIAL MORTGAGE,990635
PRIME MORTGAGE LENDING INC.,62118
PRIMELENDING,2775282
PRINCE GEORGE'S FEDERAL SAVING,8468
PRINCETON FEDERAL CREDIT UNION,290
PRIORITY MORTGAGE CORP.,9303
PRIVATE BANK OF BUCKHEAD,385
PROFICIO BANK,314369
PROGRESSIVE BANK NA,8467
PROPONENT FEDERAL CREDIT UNION,1843
PROSPECT MORTGAGE LLC,678387
PROSPERITY MORTGAGE COMPANY,3976195
PROVIDENT BANK,410
PROVIDENT FUNDING ASSOCIATES,1902325
PROVIDENT FUNDING GROUP INC,855577
PULASKI BANK,11803
PULTE MORTGAGE LLC,678757
PURDUE FEDERAL CREDIT UNION,5907
PUTNAM COUNTY BANK,117087
QUAD CITY BANK AND TRUST,762
QUEENSBOROUGH NB&TC,626
QUEENSTOWN BANK OF MARYLAND,45823
QUICKEN LOANS,16646998
QUORUM FEDERAL CREDIT UNION,14101
R M K FINANCIAL CORP,55728
RANCHO FEDERAL CREDIT UNION,491
"RANLIFE, INC.",14936
"RATE ONE INC., THE MORTGAGE PE",2071
RAYMOND JAMES BANK N.A.,12028
"RAYMOND JAMES BANK, NA",15953
"RBC BANK (GEORGIA), N.A.",4064
"RBS CITIZENS, N.A.",660863
READLYN SAVINGS BANK,133
REAL ESTATE MORTGAGE NETWORK,1540574
"REALTY HOME MORTGAGE CO., LLC",280044
RED RIVER EMPLOYEES FCU,204
REGAL BANK & TRUST,5973
REGENT BANK,130
REGIONS BANK,63060
RELIANCE FIRST CAPITAL LLC,120913
RELIANT BANK,11531
RENASANT BANK,1292
REPUBLIC BANK AND TRUST,826
REPUBLIC MORTGAGE HOME LOANS,1715
RESIDENTIAL FINANCE CORP,270061
RESIDENTIAL HOME FUNDING,47231
RESIDENTIAL MORTGAGE CORP,488
RESIDENTIAL MORTGAGE SERVICES,46822
"RESMAC, INC",49913
RESOURCE FINANCIAL SERVICES,2756
REVERE BANK,69162
REVERSE MORTGAGE FUNDING LLC,2245
"REVERSE MORTGAGE SOLUTIONS, IN",20956
"REVERSE MORTGAGE USA, INC.",2167
RICHMOND POSTAL CREDIT UNION I,60
RIVERFRONT FEDERAL CREDIT UNIO,119
RIVERVIEW CREDIT UNION,109
RMC MORTGAGE CORPORATION,130753
RMC VANGUARD MORTGAGE CORP,32018
ROANOKE POSTAL EMPLOYEES' FCU,3163
ROCK BRANCH COMMUNITY BANK,9891
ROCKVILLE BANK,1107
ROSEDALE FEDERAL SAV & LOAN,94181
ROUNDPOINT MORTGAGE COMPANY,1180863
ROYAL UNITED MORTGAGE LLC,60003
RUSHMORE LOAN MANAGEMENT SRV,5961
RUTGERS FCU,200
RYLAND MORTGAGE COMPANY,157307
S&T BANK,157
SABADELL UNITED BANK NA,1500
SABINE STATE BANK & TRUST CO,432
SALEM VAMC FEDERAL CU,936
SANDY SPRING BANK,1350745
SB1 FEDERAL CREDIT UNION,3109
SC TELCO FCU,808
SCBT,33552
SCIENT FEDERAL CREDIT UNION,550
SECURITY FEDERAL BANK,85
SECURITY FIRST BANK OF ND,208
SECURITY ONE LENDING,131055
SECURITYNATIONAL MORTGAGE COMP,1435
SECURITYPLUS FCU,18545
SELECT BANK,14034
SELF HELP CREDIT UNION,188
SELF RELIANCE (NJ) FCU,352
"SEMPER HOME LOANS, INC",23773
SERVICE CREDIT UNION,136
SETTLERS BANK,2476
"SEVERN SAVINGS BANK, FSB",379944
SHAMROCK FINANCIAL CORPORATION,244
SHARE PLUS FEDERAL BANK,126
SHAREPLUS BANK,140
SHARONVIEW FEDERAL CREDIT UNIO,2841
"SHELTER MORTGAGE COMPANY, LLC",87609
SHORE BANK,7530
"SIDUS FINANCIAL, LLC",566
SIERRA PACIFIC MORTGAGE,1180693
SIGNAL FINANCIAL FEDERAL CU,57577
SILICON VALLEY BANK,17946
SIMONTOWNE MORTGAGE LLC,14616
"SIRVA MORTGAGE, INC",106411
SKYONE FEDERAL CREDIT UNION,848
SLAVIE FEDERAL SAVINGS BANK,14709
SOMERSET TRUST COMPANY,1398
"SONABANK, A STATE CHARTERED BA",4554
SOUTH CENTRAL ILLINOIS MTG. LL,248
SOUTHCREST BANK,775
SOUTHEAST FINANCIAL CU,31
SOUTHERN BANK AND TRUST COMPAN,28733
SOUTHERN COMMUNITY BANK AND TR,321
SOUTHERN TRUST MORTGAGE LLC,1597922
SOUTHWEST AIRLINES FEDERAL CRE,64
SOUTHWEST BANK,857
SOUTHWEST STAGE FUNDING LLC,9525
SOVEREIGN BANK N.A.,260713
"SPECTRA FUNDING, INC.",80086
SPERRY ASSOCIATES FCU,1506
ST AGNES EMPLOYEES FCU,2795
ST CASIMIRS SAVINGS BANK,6706
ST. PIUS X CHURCH FEDERAL CU,161
STANDARD BANK PASB,26261
STANDARD REGISTER FCU,55
STANFORD FEDERAL CREDIT UNION,1778
STAR ONE CREDIT UNION,5625
STAR USA FEDERAL CREDIT UNION,32520
STATE BANK OF SOUTHWEST MO,790
STATE DEPARTMENT FCU,251699
STATE EMP CREDIT UNION OF MD,1214619
STATE EMPLOYEES' CREDIT UNION,13393
STATE FARM BANK,229635
STEARNS BANK NA,249
STEARNS LENDING,1098065
STELLARONE BANK,620207
STERLING NATIONAL BANK,17766
STIFEL BANK & TRUST,345523
"STILLMAN BANCCORP, N. A.",250
STOCK YARDS BANK & TRUST CO,200
STONEGATE BANK,3000
STONEGATE MORTGAGE CORPORATION,354509
STRIP STEEL COMMUNITY FEDERAL,221
SUBURBAN MORTGAGE CO OF NM,1092
SUMA FEDERAL CREDIT UNION,926
SUMMIT COMMUNITY BANK,66721
"SUMMIT FUNDING, INC.",132619
SUMMIT MORTGAGE CORPORATION,172817
SUMNER BANK & TRUST,334
SUN EAST FEDERAL CREDIT UNION,14386
SUN NATIONAL BANK,3893
"SUN WEST MORTGAGE COMPANY, INC",469318
SUNCOAST SCHOOLS FEDERAL CU,731
"SUNTRUST BANKS, INC",153460
"SUNTRUST MORTGAGE, INC",14380990
SUSQUEHANNA BANK,787225
SUSSEX COUNTY FEDERAL CRED UN,33722
SWBC MORTGAGE CORP,506543
TALMER BANK AND TRUST,185894
TBI MORTGAGE COMPANY,458368
TD BANK N.A.,1109412
TENNESSEE VALLEY FEDERAL CREDI,103
TERRACE MORTGAGE COMPANY,144358
TEXAS BANK FINANCIAL,626
TEXAS TECH FEDERAL CREDIT UNIO,636
THE BANK OF CHARLOTTE COUNTY,16104
THE BANK OF DELMARVA,16437
THE BANK OF FINCASTLE,6078
THE BANK OF GLEN BURNIE,33505
THE BANK OF HAMPTON ROADS,5862
THE BANK OF HENDERSON,300
THE BANK OF HOLLAND,76
THE BANK OF KENTUCKY INC,600
THE BANK OF MAINE,4699
THE BANK OF MARION,32221
THE BANK OF ROMNEY,29028
THE BANK OF SOUTH CAROLINA,1661
THE BANK OF SOUTHSIDE VIRGINIA,8479
THE BARTLETT FARMERS BANK,90
THE BRYN MAWR TRUST COMPANY,19231
THE BUSINESS BANK,3759
THE CITIZENS BANK COMPANY,265
THE CITIZENS NB OF WOODSFIELD,103
THE CITIZENS SAVINGS BANK,5148
THE COLUMBIA BANK,503003
THE DART BANK,498
THE FARMERS AND MECHANICS BANK,406
THE FARMERS BANK OF APPOMATTOX,8522
THE FARMERS BANK OF WILLARDS,11768
THE FARMERS NATIONAL BANK OF E,660
THE FAUQUIER BANK,49400
THE FEDERAL SAVINGS BANK,373854
THE FIDELITY BANK,87
THE FIDELITY DEPOSIT & DISCOUN,1156
THE FIRST NATIONAL BANK OF WYO,23939
THE FIRST STATE BANK,76433
THE FREEDOM BANK OF VIRGINIA,60130
THE GRANT COUNTY BANK,28268
THE HARBOR BANK OF MARYLAND,8814
THE HAVERFORD TRUST COMPANY,1045
THE HUNTINGTON NATIONAL BANK,629372
"THE LITTLE BANK, INC.",576
THE MARS NATIONAL BANK,1186
THE MONEY SOURCE INC,94669
THE MORTGAGE COMPANY,191
"THE MORTGAGE LINK, INC.",75521
THE NATIONAL BANK,1399
THE NATIONAL CAPITAL BANK,63861
THE NORTHERN TRUST COMPANY,45429
THE OHIO VALLEY BANK COMPANY,34574
THE OLD FORT BANKING COMPANY,120
THE PARK NATIONAL BANK,1229
THE PATAPSCO BANK,39759
THE PEOPLES BANK,7653
THE PEOPLES NATIONAL BANK-MT P,35
THE PEOPLES SAVINGS BANK,563
THE POCA VALLEY BANK,54782
THE PRIVATEBANK AND TRUST CO.,2234
THE STATE CREDIT UNION,15916
THE UNITED FEDERAL CREDIT UNIO,14991
THE WASHINGTON SAVINGS BANK,115811
THE WHITE HOUSE FCU,4579
THIRD FEDERAL SAVINGS AND LOAN,188132
THRIVENT FEDERAL CREDIT UNION,4459
THRIVENT FINANCIAL BANK,3273
"TIAA-CREF TRUST COMPANY, FSB",12933
TIB-THE INDEPENDENT BANKERSBAN,138
"TIDEWATER HOME FUNDING, LLC",400882
"TIDEWATER MORT SERVICES, INC.",817495
TOBYHANNA FCU,95
"TOTAL MORTGAGE SERVICE, LLC",105544
TOWER FEDERAL CREDIT UNION,683425
TOWN SQUARE BANK,391
TOWNE MORTGAGE OF THE CAROLINA,285
TOWNEBANK,2362824
TOYOTA FINANCIAL SAVINGS BANK,34378
TRADITIONS BANK,1035
TRANSPORTATION FCU,22350
TREASURY DEPARTMENT FCU,12504
TRI-EMERALD FINANCIAL GROUP,298
TRIDENT MORTGAGE COMPANY LP,310813
TRISTATE CAPITAL BANK,2406
TRISUMMIT BANK,1112
"TRUHOME SOLUTIONS, LLC",2049
TRULIANT FEDERAL CREDIT  UNION,41138
TRUMARK FINANCIAL CREDIT UNION,6889
TRUPOINT BANK,14049
TRUST COMPANY BANK,628
TWO RIVERS BANK AND TRUST,500
TYCO FEDERAL CREDIT UNION,771
TYNDALL FEDERAL CREDIT UNION,3121
"U S WIDE FINANCIAL, LLC",5712
U.S. POSTAL SERVICE FCU,200
"UBS AG, TAMPA BRANCH",92294
"UBS BANK, USA",293412
UKRAINIAN SELFRELIANCE FCU,4152
"UMB BANK, NA",1188
UNFCU,63733
UNION BANK & TRUST CO,320
"UNION BANK, INC.",9587
UNION BUILDING TRADES FCU,125
UNION FEDERAL SAVINGS BANK,452
UNION FIRST MARKET BANK,73442
UNION MORTGAGE GROUP,1626033
UNION NATIONAL MORTGAGE CO.,27932
UNION SAVINGS BANK,3952
UNION STATE BANK,100
UNITED BANK,439
UNITED BANK INC,492991
UNITED BANK VA,253706
UNITED FEDERAL CREDIT UNION,418
UNITED MORTGAGE CORP,22906
UNITED MORTGAGE CORP.,14022
UNITED NORTHERN MORTGAGE BANKE,700
UNITED SE FEDERAL CREDIT UNION,1840
UNITED SECURITY FINANCIAL,299593
UNITED SHORE FINANCIAL SERVICE,1328050
UNITED SOUTHWEST MTG CORP INC,2946
UNITED TELETECH FINANCIAL FCU,276
UNIVERSAL AMERICAN MTG. CO.LLC,625766
UNIVERSAL FCU,9850
UNIVERSAL MORTGAGE & FINANCE,332888
UNIVERSITY ISLAMIC FINANCIAL,34772
UNIVERSITY OF IOWA COMMUNITY C,552
UNIVEST BANK AND TRUST CO.,4750
URBAN FINANCIAL GROUP INC.,33555
URW COMMUNITY FEDERAL CREDIT U,4316
"US BANK, N.A.",2314923
US BK NA ND,213644
US MORTGAGE CORPORATIOIN,24557
USAA FEDERAL SAVINGS BANK,5811123
USALLIANCE FEDERAL CREDIT UNIO,2918
USAMERIBANK,591
UVA COMMUNITY CREDIT UNION,67228
VALLEY BANK,88386
VALLEY NATIONAL BANK,700
VAN DYK MORTGAGE CORPORATION,74184
VANDERBILT MORTGAGE,12812
VANGUARD FUNDING LLC,16044
VANTAGESOUTH BANK,240
"VECTRA BANK COLORADO, NA",285
"VICTORIAN FINANCE, LLC",175304
VIGILANT FEDERAL SAVINGS BANK,830
VILLAGE BANK,6135
VILLAGE BANK MORTGAGE CORP.,684587
VILLAGE CAPITAL & INVESTMENT,55436
VIRGINIA BANK & TRUST,10464
VIRGINIA COMMERCE BANK,395762
VIRGINIA COMMONWEALTH BANK,13405
VIRGINIA COMMUNITY BANK,5122
VIRGINIA COMPANY BANK,1110
"VIRGINIA CREDIT UNION, INC",356321
VIRGINIA HERITAGE BANK,725371
VIRGINIA NATIONAL BANK,11705
VIRGINIA PARTNERS BANK,30262
VIRGINIA SAVINGS BANK,1315
"WALL STREET MORTGAGE BANKERS,",184
WARSAW FEDERAL SAVINGS & LOAN,1005
WASHINGTON AREA TEACHERS FCU,43
WASHINGTON COUNTY TEACHERS FCU,2547
WASHINGTON FINANCIAL BANK,560
WASHINGTON TRUST BANK,929
WASHINGTONFIRST BANK,26899
WATERFORD BANK N.A.,349
"WATERMARK CAPITAL, INC.",80020
WATERSTONE MORTGAGE CORP,147667
WCS FUNDING GROUP,191506
"WCS LENDING, LLC",116486
"WEBSTER BANK, N.A.",1841
WEI MORTGAGE CORPORATION,707326
WEICHERT FINANCIAL SERVICES,762270
"WELLS FARGO BANK, NA",36526207
WEPCO FEDERAL CREDIT UNION,9505
"WESBANCO BANK, INC.",377667
WEST GATE BANK,417
WEST TOWN SAVINGS BANK,185011
WEST VIRGINIA CENTRAL CREDIT U,17392
WEST VIRGINIA FCU,37954
WESTERN FEDERAL CREDIT UNION,32888
WESTFIELD BANK FSB,310
WESTSTAR MORTGAGE INC,1711386
WHITESVILLE STATE BANK,11031
WHITNEY BANK,384
"WILLIAMSTOWN BANK, INC",15913
WINGS FINANCIAL CREDIT UNION,8685
WOLVERINE BANK FSB,1860
WOODSBORO BANK,17705
WOORI AMERICA BANK,7151
WORTHINGTON FEDERAL BANK,208
WR STARKEY MORTGAGE LLP,210
WRIGHT-PATT CREDIT UNION,4996
WSFS BANK,347472
"WYNDHAM CAPITAL MORTGAGE, INC",690005
WYOMING BANK & TRUST,491
XCEED FNCL FED CU,2258
XCEL FEDERAL CREDIT UNION,84
XENITH BANK,3556
YADKIN VALLEY BANK,2169
YORK TRADITIONS BANK,2870
